spoke_id,group_id,item_id,question,answer_text,answer_html,item_sort,related_spoke_id,related_group_id,status,notes,primary_query
abstracts-cases,technical,abs-technical-am-i-able-to-save-a-copy-of-my-abstract-or-case,Am I able to save a copy of my abstract or case?,"Yes. You can save a copy of your abstract or case by logging into the submission site, clicking on the submission that you want to save, and then going to the ""Review My Work"" tab on the left-hand side of the screen. On the top of that page, you will have the option to print your abstract or case for your records.","<p>Yes. You can save a copy of your abstract or case by logging into the submission site, clicking on the submission that you want to save, and then going to the &quot;Review My Work&quot; tab on the left-hand side of the screen. On the top of that page, you will have the option to print your abstract or case for your records.</p>",70,,,ready,,Am I able to save a copy of my abstract or case
abstracts-cases,after-deadline,abs-after-deadline-can-i-change-the-presenting-author-after-submission,Can I change the presenting author after submission?,"Yes, you can change the presenting author to any listed author on your abstract until ACC.26. For changes to be reflected in JACC, notify Ashley Truluck (atruluck@acc.org) by Monday, Jan. 5, 2026. Please include the control number of the submission and the name of the new presenting author.","<p>Yes, you can change the presenting author to any listed author on your abstract until ACC.26. For changes to be reflected in JACC, notify Ashley Truluck (<a href=""mailto:atruluck@acc.org"">atruluck@acc.org</a>) by Monday, Jan. 5, 2026. Please include the control number of the submission and the name of the new presenting author.</p>",10,,,ready,,Can I change the presenting author after submission
abstracts-cases,after-deadline,abs-after-deadline-can-i-make-edits-to-my-abstract-or-case-after-the-submission-deadline,Can I make edits to my abstract or case after the submission deadline?,"No, you cannot. Per ACC policies and procedures, no edits can be made to abstract or case submissions after the submission deadline. This includes adding author names or correcting errors in data. Please carefully review your submission prior to the submission deadline to ensure all co-authors are listed and all information is correct. After Sept. 30, 2025, no more edits can be made to your submission.","<p>No, you cannot. Per ACC policies and procedures, no edits can be made to abstract or case submissions after the submission deadline. This includes adding author names or correcting errors in data. Please carefully review your submission prior to the submission deadline to ensure all co-authors are listed and all information is correct. After Sept. 30, 2025, no more edits can be made to your submission.</p>",20,,,ready,,Can I make edits to my abstract or case after the submission deadline
abstracts-cases,after-deadline,abs-after-deadline-how-do-i-withdraw-my-submission,How do I withdraw my submission?,"To withdraw your abstract, send a written notification to Ashley Truluck (atruluck@acc.org) with the title, authors, affiliations, control number, and submitter's contact details. Use the summary page as part of the notification.","<p>To withdraw your abstract, send a written notification to Ashley Truluck (<a href=""mailto:atruluck@acc.org"">atruluck@acc.org</a>) with the title, authors, affiliations, control number, and submitter&#x27;s contact details. Use the summary page as part of the notification.</p>",30,,,ready,,How do I withdraw my submission
abstracts-cases,acceptance,abs-acceptance-when-will-i-know-if-my-abstract-case-is-accepted,When will I know if my abstract/case is accepted?,"Notifications will be sent out on Dec. 15, 2025, to the presenting author.","<p>Notifications will be sent out on Dec. 15, 2025, to the presenting author.</p>",10,,,ready,,When will I know if my abstract/case is accepted
abstracts-cases,acceptance,abs-acceptance-who-will-be-notified-if-the-abstract-or-case-is-accepted,Who will be notified if the abstract or case is accepted?,Only the presenting author for each submission will be notified about whether the abstract has been accepted or not.,<p>Only the presenting author for each submission will be notified about whether the abstract has been accepted or not.</p>,20,,,ready,,Who will be notified if the abstract or case is accepted
abstracts-cases,acceptance,abs-acceptance-if-my-submission-is-accepted-for-presentation-will-i-need-to-pay-a-registration-fee,"If my submission is accepted for presentation, will I need to pay a registration fee?","Yes, all accepted presenters will be required to pay a registration fee. However, they will receive a discount off of their registration category. More details will be provided in acceptance notifications.","<p>Yes, all accepted presenters will be required to pay a registration fee. However, they will receive a discount off of their registration category. More details will be provided in acceptance notifications.</p>",30,,,ready,,"If my submission is accepted for presentation, will I need to pay a registration fee"
abstracts-cases,acceptance,abs-acceptance-if-my-abstract-or-case-is-accepted-will-it-be-published,"If my abstract or case is accepted, will it be published?","Yes, abstract and cases will be published online in the ACC.26 JACC Abstract Supplement prior to the ACC Annual Scientific Session.","<p>Yes, abstract and cases will be published online in the ACC.26 <em>JACC</em> Abstract Supplement prior to the ACC Annual Scientific Session.</p>",40,,,ready,,"If my abstract or case is accepted, will it be published"
lbct,fees,lbct-fees-is-there-a-submission-fee,Is there a submission fee?,"Yes, there is a $399 processing fee per submission.","<p>Yes, there is a $399 processing fee per submission.</p>",10,,,ready,,Is there a submission fee
lbct,fees,lbct-fees-can-i-submit-multiple-lbcts,Can I submit multiple LBCTs?,"Yes, you can submit multiple LBCTs, but each submission requires a separate $399 processing fee.","<p>Yes, you can submit multiple LBCTs, but each submission requires a separate $399 processing fee.</p>",20,,,ready,,Can I submit multiple LBCTs
lbct,fees,lbct-fees-can-i-receive-a-discount-on-the-fee-or-have-the-fee-waived,Can I receive a discount on the fee or have the fee waived?,"No, the $399 processing fee is required for all submissions.","<p>No, the $399 processing fee is required for all submissions.</p>",30,,,ready,,Can I receive a discount on the fee or have the fee waived
lbct,eligibility,lbct-eligibility-can-i-submit-my-lbct-if-it-has-been-previously-published,Can I submit my LBCT if it has been previously published?,"No, we do not accept any LBCTs that have been previously published or presented, including as an abstract submitted to ACC.26. Abstracts must be withdrawn immediately if the material is submitted and accepted as an LBCT.","<p>No, we do not accept any LBCTs that have been previously published or presented, including as an abstract submitted to ACC.26. Abstracts must be withdrawn immediately if the material is submitted and accepted as an LBCT.</p>",10,,,ready,,Can I submit my LBCT if it has been previously published
lbct,eligibility,lbct-eligibility-if-i-submit-my-lbct-to-acc26-am-i-allowed-to-submit-it-to-other-conferences-or-journals,"If I submit my LBCT to ACC.26, am I allowed to submit it to other conferences or journals?","Yes, if the LBCT will be presented at another meeting taking place after ACC.26. If your LBCT is accepted by another U.S. national or international conference taking place prior to ACC.26, or if it is published prior to ACC.26, you will violate the embargo and you will not be allowed to present.

If it is accepted for publication close to the ACC.26 dates, it is possible to coordinate the date of publication with the ACC Media Relations team and the respective journal so that the ACC.26 embargo policies are not violated.","<p>Yes, if the LBCT will be presented at another meeting taking place <strong>after</strong> ACC.26. If your LBCT is accepted by another U.S. national or international conference taking place prior to ACC.26, or if it is published prior to ACC.26, you will violate the embargo and you will not be allowed to present.</p><p>If it is accepted for publication close to the ACC.26 dates, it is possible to coordinate the date of publication with the ACC Media Relations team and the respective journal so that the ACC.26 embargo policies are not violated.</p>",20,,,ready,,"If I submit my LBCT to ACC.26, am I allowed to submit it to other conferences or journals"
lbct,deadlines,lbct-dead-deadline,What is the deadline for submission?,"The LBCT deadline is Tuesday, Nov. 18, 2025, at 1 p.m. ET.","<p>The LBCT deadline is Tuesday, Nov. 18, 2025, at 1 p.m. ET.</p>",10,,,ready,,What is the deadline for submission
lbct,deadlines,lbct-deadlines-can-i-make-any-changes-after-i-have-submitted-my-lbct,Can I make any changes after I have submitted my LBCT?,"You can make changes until the deadline of Tuesday, Nov. 18, 2025, at 1 p.m. ET. After that, no further changes can be made to the submission.","<p>You can make changes until the deadline of Tuesday, Nov. 18, 2025, at 1 p.m. ET. After that, no further changes can be made to the submission.</p>",20,,,ready,,Can I make any changes after I have submitted my LBCT
lbct,what-where,lbct-what-where-what-types-of-research-are-accepted-in-the-lbct-submission-category,What types of research are accepted in the LBCT submission category?,"You will be able to select from five types of submissions:

- Major study
- Multicenter observational study or registry
- Secondary analysis of major clinical trial
- Smaller study/randomized clinical trial
- Other",<p>You will be able to select from five types of submissions:</p><ul><li>Major study</li><li>Multicenter observational study or registry</li><li>Secondary analysis of major clinical trial</li><li>Smaller study/randomized clinical trial</li><li>Other</li></ul>,10,,,ready,,What types of research are accepted in the LBCT submission category
lbct,what-where,lbct-what-where-what-category-should-i-submit-my-lbct-to,What category should I submit my LBCT to?,"You should submit your LBCT to the category you think is most appropriate. If you are unsure, we recommend you reach out to a colleague. As staff, we are not able to determine what category your LBCT falls under.","<p>You should submit your LBCT to the category you think is most appropriate. If you are unsure, we recommend you reach out to a colleague. As staff, we are not able to determine what category your LBCT falls under.</p>",20,,,ready,,What category should I submit my LBCT to
lbct,what-where,lbct-what-where-where-can-i-access-my-submission,Where can I access my submission?,"Submissions can be accessed by visiting the Late-Breaking Clinical Trial submission page (https://accscientificsession.acc.org/Submit-Your-Science/Late-Breaking-Clinical-Trials) and clicking the ""Submit Science"" button.","<p>Submissions can be accessed by visiting the <a href=""https://accscientificsession.acc.org/Submit-Your-Science/Late-Breaking-Clinical-Trials"">Late-Breaking Clinical Trial submission page</a> and clicking the &quot;Submit Science&quot; button.</p>",30,,,ready,,Where can I access my submission
lbct,authors-institutions,lbct-authors-instit-do-all-co-authors-on-my-submission-need-to-have-acc-accounts,Do all co-authors on my submission need to have ACC accounts?,"Yes, all co-authors must create a free ACC account before you can add them to the author block. You must add all authors to the submission before the deadline.","<p>Yes, all co-authors must create a free ACC account before you can add them to the author block. You must add all authors to the submission before the deadline.</p>",10,,,ready,,Do all co-authors on my submission need to have ACC accounts
lbct,authors-institutions,lbct-authors-instit-can-i-include-more-than-two-institutions-in-my-submission,Can I include more than two institutions in my submission?,"No, our system only allows two institutions to be listed. However, if your LBCT is accepted, you are welcome to include additional institutions on your slides.","<p>No, our system only allows two institutions to be listed. However, if your LBCT is accepted, you are welcome to include additional institutions on your slides.</p>",20,,,ready,,Can I include more than two institutions in my submission
lbct,authors-institutions,lbct-authors-instit-why-is-there-an-n-a-displayed-next-to-my-name-as-the-first-author-on-the-author-tab-why-is-my-institution-information-missing,"Why is there an ""N/A"" displayed next to my name as the first author on the ""Author"" tab? Why is my institution information missing?","The first author will always have ""n/a"" displayed to the right of their name. This is normal and does not display anywhere else other than on the ""Author"" tab. Do NOT enter your name more than once to enter in your institution information since institution information is entered in on a separate tab.",<p>The first author will always have &quot;n/a&quot; displayed to the right of their name. This is normal and does not display anywhere else other than on the &quot;Author&quot; tab. Do NOT enter your name more than once to enter in your institution information since institution information is entered in on a separate tab.</p>,30,,,ready,,"Why is there an ""N/A"" displayed next to my name as the first author on the ""Author"" tab? Why is my institution information missing"
lbct,authors-institutions,lbct-authors-instit-do-all-co-authors-need-to-complete-their-disclosures,Do all co-authors need to complete their disclosures?,"No. Only the presenting author and lead investigator are required to complete their disclosures. If a person is both the presenting author and lead investigator, then only that individual needs to complete their disclosures.","<p>No. Only the presenting author and lead investigator are required to complete their disclosures. If a person is both the presenting author and lead investigator, then only that individual needs to complete their disclosures.</p>",40,,,ready,,Do all co-authors need to complete their disclosures
lbct,authors-institutions,lbct-authors-instit-does-the-lead-investigator-need-to-update-their-disclosures-before-my-submission-can-be-considered-complete,Does the lead investigator need to update their disclosures before my submission can be considered complete?,"No. If you complete all other necessary steps of the process, your submission will be considered complete regardless of whether or not they have completed their disclosures. If your submission is accepted for presentation, ACC staff will reach out to the lead investigator to complete their disclosures.","<p>No. If you complete all other necessary steps of the process, your submission will be considered complete regardless of whether or not they have completed their disclosures. If your submission is accepted for presentation, ACC staff will reach out to the lead investigator to complete their disclosures.</p>",50,,,ready,,Does the lead investigator need to update their disclosures before my submission can be considered complete
lbct,authors-institutions,lbct-authors-instit-can-i-add-more-than-25-authors-to-an-lbct,Can I add more than 25 authors to an LBCT?,"No, our system only allows 25 authors (including the submitter) to be listed. However, if your LBCT is accepted, you are welcome to include additional authors in your slides.","<p>No, our system only allows 25 authors (including the submitter) to be listed. However, if your LBCT is accepted, you are welcome to include additional authors in your slides.</p>",60,,,ready,,Can I add more than 25 authors to an LBCT
lbct,authors-institutions,lbct-authors-instit-can-i-change-the-order-authors-are-listed,Can I change the order authors are listed?,"Yes, you can change the order of all co-authors. To do this, log back into the submission site, click on the submission you want to make the change to, and go to the ""Author"" tab on the left-hand side of the screen. There, you will see the option to ""Change the Order these Author(s) are listed"" underneath the author names. You can also change who the first author is as long as that person has disclosed.","<p>Yes, you can change the order of all co-authors. To do this, log back into the submission site, click on the submission you want to make the change to, and go to the &quot;Author&quot; tab on the left-hand side of the screen. There, you will see the option to &quot;Change the Order these Author(s) are listed&quot; underneath the author names. You can also change who the first author is as long as that person has disclosed.</p>",70,,,ready,,Can I change the order authors are listed
lbct,technical,lbct-technical-is-there-a-maximum-character-count-for-my-submission,Is there a maximum character count for my submission?,"Yes, the maximum character count per submission is 1,900 characters NOT including spaces. If you choose to add an image or table to your submission, it will count as 600 characters towards the total 1,900 characters that are allowed.","<p>Yes, the maximum character count per submission is 1,900 characters NOT including spaces. If you choose to add an image or table to your submission, it will count as 600 characters towards the total 1,900 characters that are allowed.</p>",10,,,ready,,Is there a maximum character count for my submission
lbct,technical,lbct-technical-do-the-section-headers-in-the-body-of-my-submission-count-towards-the-total-character-count-of-my-submission,Do the section headers in the body of my submission count towards the total character count of my submission?,"Yes, they do, and they cannot be removed. Please account for the section headers in your abstract's total character count.","<p>Yes, they do, and they cannot be removed. Please account for the section headers in your abstract&#x27;s total character count.</p>",20,,,ready,,Do the section headers in the body of my submission count towards the total character count of my submission
lbct,technical,lbct-technical-can-i-change-the-section-headers-in-the-body-of-the-text-on-the-submission-site,Can I change the section headers in the body of the text on the submission site?,"No, the headers in the body of the submission cannot be edited.","<p>No, the headers in the body of the submission cannot be edited.</p>",30,,,ready,,Can I change the section headers in the body of the text on the submission site
lbct,technical,lbct-technical-can-i-include-a-table-image-in-my-submission,Can I include a table/image in my submission?,"Yes, you may include a table in your submission by uploading an image of it as a GIF or JPG file. The easiest way to do this is by taking a screenshot. You can do this on a Windows computer by using the snipping tool, and you can do this on an Apple computer by hitting Command-Shift-4.","<p>Yes, you may include a table in your submission by uploading an image of it as a GIF or JPG file. The easiest way to do this is by taking a screenshot. You can do this on a Windows computer by using the snipping tool, and you can do this on an Apple computer by hitting Command-Shift-4.</p>",40,,,ready,,Can I include a table/image in my submission
lbct,technical,lbct-technical-i-m-encountering-technical-issues-with-my-submission-who-should-i-reach-out-to,"I'm encountering technical issues with my submission, who should I reach out to?",You should send an email to Matthew Parks at mparks@acc.org with a detailed description and screenshots of the problem you are encountering. This will help best diagnose and resolve the issue.,"<p>You should send an email to Matthew Parks at <a href=""mailto:mparks@acc.org"">mparks@acc.org</a> with a detailed description and screenshots of the problem you are encountering. This will help best diagnose and resolve the issue.</p>",50,,,ready,,"I'm encountering technical issues with my submission, who should I reach out to"
lbct,technical,lbct-technical-how-do-i-know-my-submission-is-complete,How do I know my submission is complete?,"All tabs on the left-hand side of the submission site will have checkmarks next to them and the ""Review My Work"" tab will have a message saying, ""Your submission is complete and will be sent to review."" You will also have the option to send yourself a confirmation email that your submission is complete at the top of the ""Review My Work"" page. This option will only appear if your submission is complete.","<p>All tabs on the left-hand side of the submission site will have checkmarks next to them and the &quot;Review My Work&quot; tab will have a message saying, &quot;Your submission is complete and will be sent to review.&quot; You will also have the option to send yourself a confirmation email that your submission is complete at the top of the &quot;Review My Work&quot; page. This option will only appear if your submission is complete.</p>",60,,,ready,,How do I know my submission is complete
lbct,technical,lbct-technical-am-i-able-to-save-a-copy-of-my-submission,Am I able to save a copy of my submission?,"Yes. You can save a copy of your submission by logging into the submission site, clicking on the submission that you want to save, and then going to the ""Review My Work"" tab on the left-hand side of the screen. On the top of that page, you will have the option to print your submission for your records.","<p>Yes. You can save a copy of your submission by logging into the submission site, clicking on the submission that you want to save, and then going to the &quot;Review My Work&quot; tab on the left-hand side of the screen. On the top of that page, you will have the option to print your submission for your records.</p>",70,,,ready,,Am I able to save a copy of my submission
lbct,after-deadline,lbct-after-deadline-can-i-change-the-presenting-author-after-submission,Can I change the presenting author after submission?,"Yes, you can change the presenting author to any listed author on your submission until ACC.26. Please include the control number of the submission and the name of the new presenting author and email mparks@acc.org.","<p>Yes, you can change the presenting author to any listed author on your submission until ACC.26. Please include the control number of the submission and the name of the new presenting author and email <a href=""mailto:mparks@acc.org"">mparks@acc.org</a>.</p>",10,,,ready,,Can I change the presenting author after submission
lbct,after-deadline,lbct-after-deadline-can-i-make-edits-to-my-lbct-after-the-submission-deadline,Can I make edits to my LBCT after the submission deadline?,"No, you cannot. Per ACC policies and procedures, no edits can be made to submissions after the submission deadline. This includes adding author names or correcting errors in data. Please carefully review your submission prior to the submission deadline to ensure all co-authors are listed and all information is correct. After Nov. 18, 2025, no more edits can be made to your submission. Keep in mind the submitted abstract text will not be published; only a PDF of your slides will be available to attendees.","<p>No, you cannot. Per ACC policies and procedures, no edits can be made to submissions after the submission deadline. This includes adding author names or correcting errors in data. Please carefully review your submission prior to the submission deadline to ensure all co-authors are listed and all information is correct. After Nov. 18, 2025, no more edits can be made to your submission. Keep in mind the submitted abstract text will not be published; only a PDF of your slides will be available to attendees.</p>",20,,,ready,,Can I make edits to my LBCT after the submission deadline
lbct,after-deadline,lbct-after-deadline-how-do-i-withdraw-my-submission,How do I withdraw my submission?,"To withdraw your LBCT, send a written notification to mparks@acc.org with the title, authors, affiliations, control number, and submitter's contact details. Use the summary page as part of the notification.","<p>To withdraw your LBCT, send a written notification to <a href=""mailto:mparks@acc.org"">mparks@acc.org</a> with the title, authors, affiliations, control number, and submitter&#x27;s contact details. Use the summary page as part of the notification.</p>",30,,,ready,,How do I withdraw my submission
lbct,acceptance,lbct-acceptance-when-will-i-know-if-my-lbct-is-accepted,When will I know if my LBCT is accepted?,"Notifications will be sent out on Jan. 20, 2026 to the presenting author.","<p>Notifications will be sent out on Jan. 20, 2026 to the presenting author.</p>",10,,,ready,,When will I know if my LBCT is accepted
lbct,acceptance,lbct-acceptance-who-will-be-notified-if-the-lbct-is-accepted,Who will be notified if the LBCT is accepted?,Only the presenting author for each submission will be notified about whether the submission has been accepted or not.,<p>Only the presenting author for each submission will be notified about whether the submission has been accepted or not.</p>,20,,,ready,,Who will be notified if the LBCT is accepted
lbct,acceptance,lbct-acceptance-if-my-submission-is-accepted-for-presentation-will-i-need-to-pay-a-registration-fee,"If my submission is accepted for presentation, will I need to pay a registration fee?","No, registration is free for LBCT presenters; however, you must register yourself as staff will not register you.","<p>No, registration is free for LBCT presenters; however, you must register yourself as staff will not register you.</p>",30,,,ready,,"If my submission is accepted for presentation, will I need to pay a registration fee"
lbct,acceptance,lbct-acceptance-if-my-lbct-is-accepted-will-it-be-published,"If my LBCT is accepted, will it be published?",A PDF of your slides will be published on the conference app and program planner. The submitted abstract text will never be published.,<p>A PDF of your slides will be published on the conference app and program planner. The submitted abstract text will never be published.</p>,40,,,ready,,"If my LBCT is accepted, will it be published"
